n_clusters,noise_rate,silhouette,davies,calinski,method,params
10,0.0,0.5558527415583527,0.6246894761363627,7888.049164042697,kmeans,{'k': 10}
71,0.19589197413465195,0.3766340525975512,1.4724651199131165,171.12240132864315,dbscan,"{'eps': 20000, 'min_samples': 5}"
45,0.16546215290985167,0.45653656513656493,2.1132514784047784,305.9490947832354,hdbscan,"{'min_cluster_size': 10, 'min_samples': 5}"
